,ID,label,POS tags
24332,GO:0120292,positive regulation of mitotic recombination-dependent replication fork processing,ADJ | NOUN | ADP | ADJ | ADJ | NOUN | NOUN | NOUN
24333,GO:0036115,fatty-acyl-CoA catabolic process,NOUN | ADJ | NOUN
24334,GO:0018162,peptide cross-linking via S-(2-aminovinyl)-3-methyl-D-cysteine,NOUN | NOUN | ADP | NOUN
24335,GO:0120138,"regulation of phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity",NOUN | ADP | NOUN | NOUN | NOUN
24336,GO:0010555,response to mannitol,NOUN | ADP | PROPN
24337,GO:0032019,mitochondrial cloud,ADJ | NOUN
24338,GO:0031282,regulation of guanylate cyclase activity,NOUN | ADP | NOUN | NOUN | NOUN
24339,GO:0051050,positive regulation of transport,ADJ | NOUN | ADP | NOUN
24340,GO:0035672,oligopeptide transmembrane transport,NOUN | NOUN | NOUN
24341,GO:0034263,positive regulation of autophagy in response to ER overload,ADJ | NOUN | ADP | NOUN | ADP | NOUN | ADP | NOUN | NOUN
24342,GO:0072359,circulatory system development,ADJ | NOUN | NOUN
24343,GO:2000645,negative regulation of receptor catabolic process,ADJ | NOUN | ADP | NOUN | ADJ | NOUN
24344,GO:0009409,response to cold,NOUN | ADP | ADJ
24345,GO:0018867,alpha-pinene metabolic process,NOUN | ADJ | NOUN
24346,GO:0031240,external side of cell outer membrane,ADJ | NOUN | ADP | NOUN | ADJ | NOUN
24347,GO:1905866,positive regulation of Atg1/ULK1 kinase complex assembly,ADJ | NOUN | ADP | NOUN | NOUN | NOUN | NOUN
24348,GO:1904301,regulation of maternal process involved in parturition,NOUN | ADP | ADJ | NOUN | VERB | ADP | NOUN
24349,GO:1905109,regulation of pulmonary blood vessel remodeling,NOUN | ADP | ADJ | NOUN | NOUN | NOUN
24350,GO:0042680,compound eye cone cell fate determination,NOUN | NOUN | NOUN | NOUN | NOUN | NOUN
24351,GO:0043622,cortical microtubule organization,ADJ | ADJ | NOUN
24352,GO:0045644,negative regulation of eosinophil differentiation,ADJ | NOUN | ADP | ADJ | NOUN
24353,GO:0080017,alpha-humulene synthase activity,NOUN | NOUN | NOUN
24354,GO:0010864,positive regulation of protein histidine kinase activity,ADJ | NOUN | ADP | NOUN | NOUN | NOUN | NOUN
24355,GO:0019558,histidine catabolic process to 2-oxoglutarate,NOUN | ADJ | NOUN | ADP | NOUN
24356,GO:0007134,meiotic telophase I,ADJ | NOUN | NOUN
24357,GO:0003406,retinal pigment epithelium development,ADJ | NOUN | NOUN | NOUN
24358,GO:0046035,CMP metabolic process,NOUN | ADJ | NOUN
24359,GO:0052656,L-isoleucine transaminase activity,NOUN | NOUN | NOUN
24360,GO:0042759,long-chain fatty acid biosynthetic process,NOUN | ADJ | NOUN | ADJ | NOUN
24361,GO:0019481,"L-alanine catabolic process, by transamination",NOUN | ADJ | NOUN | ADP | NOUN
24362,GO:0004479,methionyl-tRNA formyltransferase activity,NOUN | NOUN | NOUN
24363,GO:0051504,diterpene phytoalexin precursor biosynthetic process pathway,NOUN | NOUN | NOUN | ADJ | NOUN | NOUN
24364,GO:0060830,ciliary receptor clustering involved in smoothened signaling pathway,ADJ | NOUN | NOUN | VERB | ADP | VERB | NOUN | NOUN
24365,GO:0030621,U4 snRNA binding,NOUN | NOUN | VERB
24366,GO:0009726,detection of endogenous stimulus,NOUN | ADP | ADJ | NOUN
24367,GO:0035066,positive regulation of histone acetylation,ADJ | NOUN | ADP | NOUN | NOUN
24368,GO:0090403,oxidative stress-induced premature senescence,ADJ | NOUN | ADJ | NOUN
24369,GO:0010443,meristemoid mother cell division,ADJ | NOUN | NOUN | NOUN
24370,GO:0033529,raffinose biosynthetic process,ADJ | ADJ | NOUN
24371,GO:0035092,sperm DNA condensation,NOUN | NOUN | NOUN
24372,GO:0010432,bract development,NOUN | NOUN
24373,GO:0016336,establishment or maintenance of polarity of larval imaginal disc epithelium,NOUN | CCONJ | NOUN | ADP | NOUN | ADP | ADJ | ADJ | NOUN | NOUN
24374,GO:0090001,replication fork arrest at tRNA locus,NOUN | NOUN | NOUN | ADP | NOUN | NOUN
24375,GO:0018247,protein-phosphoribosyl dephospho-coenzyme A linkage,NOUN | NOUN | NOUN | NOUN
24376,GO:0052367,disruption by host of symbiont cellular component,NOUN | ADP | NOUN | ADP | NOUN | ADJ | NOUN
24377,GO:1901727,positive regulation of histone deacetylase activity,ADJ | NOUN | ADP | NOUN | NOUN | NOUN
24378,GO:1904305,negative regulation of gastro-intestinal system smooth muscle contraction,ADJ | NOUN | ADP | ADJ | NOUN | ADJ | NOUN | NOUN
24379,GO:0035815,positive regulation of renal sodium excretion,ADJ | NOUN | ADP | ADJ | NOUN | NOUN
24380,GO:0090169,regulation of spindle assembly,NOUN | ADP | NOUN | NOUN
24381,GO:0042018,interleukin-22 receptor activity,NOUN | NOUN | NOUN
24382,GO:0070794,negative regulation of conidiophore development,ADJ | NOUN | ADP | NOUN | NOUN
24383,GO:0008672,2-dehydro-3-deoxyglucarate aldolase activity,NOUN | NOUN | NOUN
24384,GO:0097635,extrinsic component of autophagosome membrane,ADJ | NOUN | ADP | NOUN | NOUN
24385,GO:0003381,epithelial cell morphogenesis involved in gastrulation,ADJ | NOUN | NOUN | ADJ | ADP | NOUN
24386,GO:0003720,telomerase activity,NOUN | NOUN
24387,GO:0010723,positive regulation of transcription from RNA polymerase II promoter in response to iron,ADJ | NOUN | ADP | NOUN | ADP | NOUN | NOUN | NOUN | NOUN | ADP | NOUN | ADP | NOUN
24388,GO:0008735,carnitine dehydratase activity,NOUN | NOUN | NOUN
24389,GO:0098531,ligand-activated transcription factor activity,NOUN | NOUN | NOUN | NOUN
24390,GO:0048638,regulation of developmental growth,NOUN | ADP | ADJ | NOUN
24391,GO:0140546,defense response to symbiont,NOUN | NOUN | ADP | NOUN
24392,GO:0043412,macromolecule modification,NOUN | NOUN
24393,GO:1900690,negative regulation of gliotoxin biosynthetic process,ADJ | NOUN | ADP | NOUN | ADJ | NOUN
24394,GO:0120157,PAR polarity complex,NOUN | NOUN | ADJ
24395,GO:0004853,uroporphyrinogen decarboxylase activity,NOUN | NOUN | NOUN
24396,GO:0044375,regulation of peroxisome size,NOUN | ADP | ADJ | NOUN
24397,GO:1903133,negative regulation of tube lumen cavitation,ADJ | NOUN | ADP | NOUN | NOUN | NOUN
24398,GO:0016015,morphogen activity,NOUN | NOUN
24399,GO:0061008,hepaticobiliary system development,ADJ | NOUN | NOUN
24400,GO:0006634,hexadecanal biosynthetic process,NOUN | ADJ | NOUN
24401,GO:0022849,glutamate-gated calcium ion channel activity,NOUN | NOUN | NOUN | NOUN | NOUN
24402,GO:0033481,galacturonate biosynthetic process,NOUN | ADJ | NOUN
24403,GO:0033696,heterochromatin boundary formation,NOUN | NOUN | NOUN
24404,GO:0036433,"di-trans, poly-cis-undecaprenol kinase activity",NOUN | NOUN | NOUN | NOUN
24405,GO:0005885,Arp2/3 protein complex,NOUN | NOUN | NOUN
24406,GO:0036449,microtubule minus-end,NOUN | NOUN
24407,GO:0044158,host cell wall,NOUN | NOUN | NOUN
24408,GO:0047240,"lactosylceramide beta-1,3-galactosyltransferase activity",NOUN | NOUN | NOUN
24409,GO:0140224,SLAC complex,PROPN | NOUN
24410,GO:2000729,positive regulation of mesenchymal cell proliferation involved in ureter development,ADJ | NOUN | ADP | ADJ | NOUN | NOUN | VERB | ADP | NOUN | NOUN
24411,GO:0061267,mesonephric interstitial fibroblast development,ADJ | ADJ | NOUN | NOUN
24412,GO:0052104,induction by symbiont of host systemic acquired resistance,NOUN | ADP | NOUN | ADP | NOUN | ADJ | VERB | NOUN
24413,GO:1901274,2-dehydro-3-deoxy-D-gluconic acid biosynthetic process,NOUN | NOUN | ADJ | NOUN
24414,GO:0009809,lignin biosynthetic process,NOUN | ADJ | NOUN
24415,GO:0060315,negative regulation of ryanodine-sensitive calcium-release channel activity,ADJ | NOUN | ADP | ADJ | NOUN | NOUN | NOUN
24416,GO:0045199,maintenance of epithelial cell apical/basal polarity,NOUN | ADP | ADJ | NOUN | ADJ | NOUN
24417,GO:0019219,regulation of nucleobase-containing compound metabolic process,NOUN | ADP | NOUN | NOUN | ADJ | NOUN
24418,GO:0050608,vanillin dehydrogenase activity,NOUN | NOUN | NOUN
24419,GO:0008295,spermidine biosynthetic process,NOUN | ADJ | NOUN
24420,GO:0070767,BRCA1-Rad51 complex,PROPN | NOUN
24421,GO:0039668,viral entry into host cell via pilus basal pore,ADJ | NOUN | ADP | NOUN | NOUN | ADP | NOUN | ADJ | NOUN
24422,GO:1990625,negative regulation of cytoplasmic translational initiation in response to stress,ADJ | NOUN | ADP | ADJ | ADJ | NOUN | ADP | NOUN | ADP | NOUN
24423,GO:1990922,hepatic stellate cell proliferation,ADJ | ADJ | NOUN | NOUN
24424,GO:0046294,formaldehyde catabolic process,NOUN | ADJ | NOUN
24425,GO:1900502,positive regulation of butyryl-CoA catabolic process to butyrate,ADJ | NOUN | ADP | NOUN | ADJ | NOUN | PART | NOUN
24426,GO:0045732,positive regulation of protein catabolic process,ADJ | NOUN | ADP | NOUN | ADJ | NOUN
24427,GO:0046099,guanine biosynthetic process,NOUN | ADJ | NOUN
24428,GO:0102823,kaempferol-3-rhamnoside-glucosyltransferase activity,NOUN | NOUN
24429,GO:2001289,lipid X metabolic process,NOUN | NOUN | ADJ | NOUN
24430,GO:0009733,response to auxin,NOUN | ADP | NOUN
24431,GO:0120260,ciliary microtubule quartet,ADJ | ADJ | NOUN
24432,GO:1900616,emericellamide A catabolic process,NOUN | DET | ADJ | NOUN
24433,GO:0060195,negative regulation of antisense RNA transcription,ADJ | NOUN | ADP | ADJ | NOUN | NOUN
24434,GO:0071763,nuclear membrane organization,ADJ | NOUN | NOUN
24435,GO:0098706,iron ion import across cell outer membrane,NOUN | NOUN | NOUN | ADP | NOUN | ADJ | NOUN
24436,GO:0019210,kinase inhibitor activity,NOUN | NOUN | NOUN
24437,GO:0070341,fat cell proliferation,ADJ | NOUN | NOUN
24438,GO:1903222,quinolinic acid transmembrane transport,ADJ | NOUN | NOUN | NOUN
24439,GO:0045296,cadherin binding,NOUN | ADJ
24440,GO:0001666,response to hypoxia,NOUN | ADP | NOUN
24441,GO:0097310,cap2 mRNA methylation,NOUN | NOUN | NOUN
24442,GO:0055044,symplast,NOUN
24443,GO:0060399,positive regulation of growth hormone receptor signaling pathway,ADJ | NOUN | ADP | NOUN | NOUN | NOUN | NOUN | NOUN
24444,GO:0002696,positive regulation of leukocyte activation,ADJ | NOUN | ADP | NOUN | NOUN
24445,GO:2001199,negative regulation of dendritic cell differentiation,ADJ | NOUN | ADP | ADJ | NOUN | NOUN
24446,GO:0047403,lacto-N-biosidase activity,NOUN | NOUN
24447,GO:0098540,lumenal side of trans-Golgi network transport vesicle membrane,ADJ | NOUN | ADP | ADJ | NOUN | NOUN | NOUN | NOUN
24448,GO:0034902,endosulfan sulfate hydrolase activity,NOUN | NOUN | NOUN | NOUN
24449,GO:0034835,2-mercaptobenzothiazole monooxygenase activity,NOUN | NOUN | NOUN
24450,GO:0050196,[phosphorylase] phosphatase activity,X | NOUN | NOUN
24451,GO:0048073,regulation of eye pigmentation,NOUN | ADP | NOUN | NOUN
24452,GO:0052893,"N1-acetylspermine:oxygen oxidoreductase (propane-1,3-diamine-forming) activity",NOUN | NOUN | NOUN | NOUN
24453,GO:0030532,small nuclear ribonucleoprotein complex,ADJ | ADJ | NOUN | NOUN
24454,GO:0021688,cerebellar molecular layer formation,ADJ | ADJ | NOUN | NOUN
24455,GO:0047547,2-methylcitrate dehydratase activity,NOUN | NOUN | NOUN
24456,GO:0008142,oxysterol binding,NOUN | NOUN
24457,GO:0033066,Rad51B-Rad51C complex,PROPN | NOUN
24458,GO:0033777,lithocholate 6beta-hydroxylase activity,ADJ | NOUN | NOUN
24459,GO:0050497,alkylthioltransferase activity,NOUN | NOUN
24460,GO:0002757,immune response-activating signal transduction,ADJ | NOUN | NOUN | NOUN
24461,GO:0044311,exoneme,NOUN
24462,GO:1902350,cellular response to chloroquine,ADJ | NOUN | ADP | NOUN
24463,GO:1904906,positive regulation of endothelial cell-matrix adhesion via fibronectin,ADJ | NOUN | ADP | ADJ | NOUN | NOUN | ADP | NOUN
24464,GO:0019889,pteridine metabolic process,NOUN | ADJ | NOUN
24465,GO:1902677,left caudal basal body,ADJ | ADJ | ADJ | NOUN
24466,GO:0040035,hermaphrodite genitalia development,NOUN | NOUN | NOUN
24467,GO:0035459,vesicle cargo loading,NOUN | NOUN | NOUN
24468,GO:2000712,"regulation of maintenance of meiotic sister chromatid cohesion, arms",NOUN | ADP | NOUN | ADP | ADJ | NOUN | NOUN | NOUN | NOUN
24469,GO:0019515,lactose catabolic process via UDP-galactose,ADJ | ADJ | NOUN | ADP | NOUN
24470,GO:0001742,oenocyte differentiation,NOUN | NOUN
24471,GO:0102451,kaempferide 3-O-methyltransferase activity,NOUN | NOUN | NOUN
24472,GO:0001578,microtubule bundle formation,NOUN | NOUN | NOUN
24473,GO:0045759,negative regulation of action potential,ADJ | NOUN | ADP | NOUN | ADJ
24474,GO:0006715,farnesol biosynthetic process,NOUN | ADJ | NOUN
24475,GO:0032804,negative regulation of low-density lipoprotein particle receptor catabolic process,ADJ | NOUN | ADP | ADJ | NOUN | NOUN | NOUN | ADJ | NOUN
24476,GO:0061413,regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source,NOUN | ADP | NOUN | ADP | NOUN | NOUN | NUM | NOUN | ADP | DET | ADJ | NOUN | NOUN
24477,GO:0002767,immune response-inhibiting cell surface receptor signaling pathway,ADJ | NOUN | NOUN | NOUN | NOUN | NOUN | NOUN
24478,GO:0000791,euchromatin,NOUN
24479,GO:0050648,"5(S)-hydroxyperoxy-6E,8Z,11Z,14Z-icosatetraenoic acid binding",NOUN | NOUN | NOUN
24480,GO:1903857,negative regulation of cytokinin dehydrogenase activity,ADJ | NOUN | ADP | NOUN | NOUN | NOUN
24481,GO:0008807,carboxyvinyl-carboxyphosphonate phosphorylmutase activity,NOUN | NOUN | NOUN
24482,GO:1904016,response to Thyroglobulin triiodothyronine,NOUN | ADP | NOUN | NOUN
24483,GO:0002235,detection of unfolded protein,NOUN | ADP | VERB | NOUN
24484,GO:0075241,positive regulation of zoospore formation,ADJ | NOUN | ADP | NOUN | NOUN
24485,GO:2001262,positive regulation of semaphorin-plexin signaling pathway,ADJ | NOUN | ADP | NOUN | NOUN | NOUN
24486,GO:0033327,Leydig cell differentiation,NOUN | NOUN | NOUN
24487,GO:0004363,glutathione synthase activity,NOUN | NOUN | NOUN
24488,GO:0006370,7-methylguanosine mRNA capping,NOUN | NOUN | NOUN
24489,GO:0032560,guanyl deoxyribonucleotide binding,NOUN | NOUN | NOUN
24490,GO:1902049,neosartoricin catabolic process,ADJ | ADJ | NOUN
24491,GO:0009749,response to glucose,NOUN | ADP | NOUN
24492,GO:0044557,relaxation of smooth muscle,NOUN | ADP | ADJ | NOUN
24493,GO:0016867,"intramolecular transferase activity, transferring acyl groups",ADJ | NOUN | NOUN | NOUN | NOUN | NOUN
24494,GO:0042924,neuromedin U binding,NOUN | NOUN | ADJ
24495,GO:0006886,intracellular protein transport,ADJ | NOUN | NOUN
24496,GO:0032266,phosphatidylinositol-3-phosphate binding,NOUN | NOUN
24497,GO:0008455,"alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity",NOUN | NOUN | NOUN
24498,GO:1900707,regulation of tensidol A biosynthetic process,NOUN | ADP | NOUN | NOUN | ADJ | NOUN
24499,GO:2000946,negative regulation of amylopectin catabolic process,ADJ | NOUN | ADP | NOUN | ADJ | NOUN
24500,GO:1901197,positive regulation of calcium-mediated signaling involved in cellular response to calcium ion,ADJ | NOUN | ADP | NOUN | NOUN | VERB | ADP | ADJ | NOUN | ADP | NOUN | NOUN
24501,GO:0000965,mitochondrial RNA 3'-end processing,ADJ | NOUN | NOUN | NOUN
24502,GO:0051544,positive regulation of elastin biosynthetic process,ADJ | NOUN | ADP | NOUN | ADJ | NOUN
24503,GO:0016230,sphingomyelin phosphodiesterase activator activity,NOUN | NOUN | NOUN | NOUN
24504,GO:0044636,"envenomation resulting in modulation of complement activation, classical pathway in another organism",NOUN | ADP | ADP | NOUN | ADP | NOUN | NOUN | ADJ | NOUN | ADP | DET | NOUN
24505,GO:0080143,regulation of amino acid export,NOUN | ADP | NOUN | NOUN | NOUN
24506,GO:0097231,cell motility in response to calcium ion,NOUN | NOUN | ADP | NOUN | ADP | NOUN | NOUN
24507,GO:0099400,caveola neck,NOUN | NOUN
24508,GO:0075016,appressorium formation,NOUN | NOUN
24509,GO:0072215,regulation of metanephros development,NOUN | ADP | NOUN | NOUN
24510,GO:0103042,4-hydroxy-L-threonine aldolase activity,NOUN | NOUN | NOUN
24511,GO:0003724,RNA helicase activity,NOUN | NOUN | NOUN
24512,GO:0090009,primitive streak formation,ADJ | NOUN | NOUN
24513,GO:0061502,early endosome to recycling endosome transport,ADJ | ADJ | ADP | ADJ | ADJ | NOUN
24514,GO:0098799,outer mitochondrial membrane protein complex,ADJ | ADJ | NOUN | NOUN | NOUN
24515,GO:0043674,columella,NOUN
24516,GO:0003884,D-amino-acid oxidase activity,NOUN | NOUN | NOUN
24517,GO:0006690,icosanoid metabolic process,ADJ | ADJ | NOUN
24518,GO:0009140,pyrimidine nucleoside diphosphate catabolic process,NOUN | NOUN | NOUN | ADJ | NOUN
24519,GO:0017101,aminoacyl-tRNA synthetase multienzyme complex,NOUN | NOUN | NOUN | NOUN
24520,GO:0048755,branching morphogenesis of a nerve,VERB | NOUN | ADP | DET | NOUN
24521,GO:0035493,SNARE complex assembly,NOUN | ADJ | NOUN
24522,GO:0097707,ferroptosis,NOUN
24523,GO:0038151,CCL2-activated CCR2 signaling pathway,NOUN | NOUN | NOUN | NOUN
24524,GO:0018796,"4,5-dihydroxyphthalate decarboxylase activity",NOUN | NOUN | NOUN
24525,GO:0036203,taxoid 14-beta-hydroxylase activity,NOUN | NOUN | NOUN
24526,GO:0034485,"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity",NOUN | NOUN | NOUN
24527,GO:0051620,norepinephrine uptake,NOUN | NOUN
24528,GO:0035574,histone H4-K20 demethylation,NOUN | NOUN | NOUN
24529,GO:0018075,peptidyl-phenylalanine bromination,NOUN | NOUN
24530,GO:0004655,porphobilinogen synthase activity,NOUN | NOUN | NOUN
24531,GO:0043337,CDP-diacylglycerol-phosphatidylglycerol phosphatidyltransferase activity,NOUN | NOUN | NOUN
24532,GO:1900385,negative regulation of flavonol biosynthetic process,ADJ | NOUN | ADP | NOUN | ADJ | NOUN
24533,GO:0004102,choline O-acetyltransferase activity,NOUN | NOUN | NOUN
24534,GO:1905607,negative regulation of presynapse assembly,ADJ | NOUN | ADP | ADJ | NOUN
24535,GO:0045180,basal cortex,ADJ | NOUN
24536,GO:0018518,"5,6-dihydroxy-3-methyl-2-oxo-1,2,5,6-tetrahydroquinoline dehydrogenase activity",NOUN | NOUN | NOUN
24537,GO:1900644,negative regulation of chanoclavine-I biosynthetic process,ADJ | NOUN | ADP | NOUN | ADJ | NOUN
24538,GO:0071273,morphine catabolic process,ADJ | ADJ | NOUN
24539,GO:0032543,mitochondrial translation,ADJ | NOUN
24540,GO:0060302,negative regulation of cytokine activity,ADJ | NOUN | ADP | NOUN | NOUN
24541,GO:0035874,cellular response to copper ion starvation,ADJ | NOUN | ADP | NOUN | NOUN | NOUN
24542,GO:1904244,positive regulation of pancreatic trypsinogen secretion,ADJ | NOUN | ADP | ADJ | NOUN | NOUN
24543,GO:0031521,spitzenkorper,PROPN
24544,GO:0048938,lateral line nerve glial cell morphogenesis involved in differentiation,ADJ | NOUN | NOUN | ADJ | NOUN | NOUN | ADJ | ADP | NOUN
24545,GO:0072737,response to diamide,NOUN | ADP | NOUN
24546,GO:0051942,negative regulation of amino acid uptake involved in synaptic transmission,ADJ | NOUN | ADP | NOUN | NOUN | NOUN | VERB | ADP | ADJ | NOUN
24547,GO:0034512,box C/D RNA binding,NOUN | NOUN | NOUN | VERB
24548,GO:0045697,regulation of synergid differentiation,NOUN | ADP | ADJ | NOUN
24549,GO:0072302,negative regulation of metanephric glomerular mesangial cell proliferation,ADJ | NOUN | ADP | ADJ | ADJ | ADJ | NOUN | NOUN
24550,GO:1902044,regulation of Fas signaling pathway,NOUN | ADP | NOUN | NOUN | NOUN
24551,GO:0097456,terminal loop,ADJ | NOUN
24552,GO:0071942,XPC complex,NOUN | ADJ
24553,GO:0033443,AAA codon-amino acid adaptor activity,NOUN | NOUN | NOUN | NOUN | NOUN
24554,GO:0006390,mitochondrial transcription,ADJ | NOUN
24555,GO:0022021,caudal ganglionic eminence cell proliferation,ADJ | ADJ | NOUN | NOUN | NOUN
24556,GO:0052323,negative regulation of phytoalexin biosynthetic process,ADJ | NOUN | ADP | NOUN | ADJ | NOUN
24557,GO:0003292,cardiac septum cell differentiation,ADJ | NOUN | NOUN | NOUN
24558,GO:0016231,beta-N-acetylglucosaminidase activity,NOUN | NOUN
24559,GO:0016633,galactonolactone dehydrogenase activity,NOUN | NOUN | NOUN
24560,GO:0090470,shoot organ boundary specification,VERB | NOUN | NOUN | NOUN
24561,GO:0010879,cholesterol transport involved in cholesterol storage,NOUN | NOUN | ADJ | ADP | NOUN | NOUN
24562,GO:0070066,cellubrevin-VAMP4-endobrevin-syntaxin-6 complex,NOUN | NOUN
24563,GO:0006716,juvenile hormone metabolic process,ADJ | NOUN | ADJ | NOUN
24564,GO:0001960,negative regulation of cytokine-mediated signaling pathway,ADJ | NOUN | ADP | NOUN | NOUN | NOUN
24565,GO:0075504,macropinosomal membrane permeabilization involved in viral entry into host cell,ADJ | NOUN | NOUN | VERB | ADP | ADJ | NOUN | ADP | NOUN | NOUN
24566,GO:0017111,nucleoside-triphosphatase activity,NOUN | NOUN
24567,GO:0008205,ecdysone metabolic process,NOUN | ADJ | NOUN
24568,GO:1905125,positive regulation of glucosylceramidase activity,ADJ | NOUN | ADP | NOUN | NOUN
24569,GO:1903145,actin filament of cell cortex of cell tip,NOUN | NOUN | ADP | NOUN | NOUN | ADP | NOUN | NOUN
24570,GO:1900788,pseurotin A metabolic process,NOUN | DET | ADJ | NOUN
24571,GO:1902339,positive regulation of apoptotic process involved in morphogenesis,ADJ | NOUN | ADP | ADJ | NOUN | VERB | ADP | NOUN
24572,GO:1904970,brush border assembly,NOUN | NOUN | NOUN
24573,GO:0010832,negative regulation of myotube differentiation,ADJ | NOUN | ADP | NOUN | NOUN
24574,GO:0120095,vacuole-isolation membrane contact site,NOUN | NOUN | NOUN | NOUN
24575,GO:0034343,type III interferon production,NOUN | NUM | NOUN | NOUN
24576,GO:1901903,tyrocidine catabolic process,NOUN | ADJ | NOUN
24577,GO:1901949,"5alpha,9alpha,10beta-labda-8(20),13-dien-15-yl diphosphate biosynthetic process",NOUN | NOUN | ADJ | NOUN
24578,GO:0035395,negative regulation of chemokine (C-X-C motif) ligand 9 production,ADJ | NOUN | ADP | NOUN | NOUN | NOUN | NOUN | NUM | NOUN
24579,GO:0090719,adaptive immune effector response involving T cells and B lineage cells,ADJ | ADJ | NOUN | NOUN | VERB | NOUN | NOUN | CCONJ | NOUN | NOUN | NOUN
24580,GO:0050221,prostaglandin-E2 9-reductase activity,NOUN | NOUN | NOUN
24581,GO:1905443,regulation of clathrin coat assembly,NOUN | ADP | NOUN | NOUN | NOUN
24582,GO:0061265,mesonephric nephron tubule epithelial cell differentiation,ADJ | NOUN | NOUN | ADJ | NOUN | NOUN
24583,GO:0021897,forebrain astrocyte development,NOUN | NOUN | NOUN
24584,GO:0008377,light-induced release of internally sequestered calcium ion,VERB | NOUN | ADP | ADV | VERB | NOUN | NOUN
24585,GO:0046475,glycerophospholipid catabolic process,ADJ | ADJ | NOUN
24586,GO:0047313,aromatic-amino-acid-glyoxylate transaminase activity,NOUN | NOUN | NOUN
24587,GO:0043964,induction by symbiont of host adenylate cyclase-mediated signal transduction,NOUN | ADP | NOUN | ADP | NOUN | NOUN | NOUN | NOUN | NOUN
24588,GO:1990084,DnaA-Dps complex,PROPN | NOUN
24589,GO:1903394,protein localization to kinetochore involved in kinetochore assembly,NOUN | NOUN | ADP | NOUN | VERB | ADP | NOUN | NOUN
24590,GO:1904365,regulation of chemokinesis,NOUN | ADP | NOUN
24591,GO:0062039,biofilm matrix,NOUN | NOUN
24592,GO:0033992,"1,5-anhydro-D-fructose dehydratase activity",NOUN | NOUN | NOUN
24593,GO:0048615,embryonic anterior midgut (ectodermal) morphogenesis,ADJ | ADJ | ADJ | ADJ | NOUN
24594,GO:0031419,cobalamin binding,NOUN | ADJ
24595,GO:0035240,dopamine binding,NOUN | VERB
24596,GO:0097489,"multivesicular body, internal vesicle lumen",ADJ | NOUN | ADJ | NOUN | NOUN
24597,GO:1901360,organic cyclic compound metabolic process,ADJ | ADJ | NOUN | ADJ | NOUN
24598,GO:0018313,peptide cross-linking via L-alanyl-5-imidazolinone glycine,NOUN | NOUN | ADP | NOUN | NOUN
24599,GO:1902991,regulation of amyloid precursor protein catabolic process,NOUN | ADP | NOUN | NOUN | NOUN | ADJ | NOUN
24600,GO:0051523,"cell growth mode switching, monopolar to bipolar",NOUN | NOUN | NOUN | NOUN | ADJ | ADP | ADJ
24601,GO:0016268,"O-glycan processing, core 2",NOUN | NOUN | NOUN | NUM
24602,GO:2000467,positive regulation of glycogen (starch) synthase activity,ADJ | NOUN | ADP | NOUN | NOUN | NOUN | NOUN
24603,GO:0046665,amnioserosa maintenance,ADJ | NOUN
24604,GO:0018538,epoxide carboxylase activity,NOUN | NOUN | NOUN
24605,GO:0080021,response to benzoic acid,NOUN | ADP | ADJ | NOUN
24606,GO:0070619,Shc-Grb2-Sos complex,PROPN | NOUN
24607,GO:0031063,regulation of histone deacetylation,NOUN | ADP | NOUN | NOUN
24608,GO:0072708,response to sorbitol,NOUN | ADP | NOUN
24609,GO:0044691,tooth eruption,NOUN | NOUN
24610,GO:0018480,5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase activity,NOUN | NOUN | NOUN
24611,GO:0006848,pyruvate transport,ADJ | NOUN
24612,GO:0090436,leaf pavement cell development,NOUN | NOUN | NOUN | NOUN
24613,GO:0097277,cellular urea homeostasis,ADJ | NOUN | NOUN
24614,GO:0072022,descending thin limb development,VERB | ADJ | NOUN | NOUN
24615,GO:1990664,Nkx-2.5 complex,NUM | ADJ
24616,GO:0007146,meiotic recombination nodule assembly,ADJ | NOUN | NOUN | NOUN
24617,GO:0080023,3R-hydroxyacyl-CoA dehydratase activity,NOUN | NOUN | NOUN
24618,GO:0000249,C-22 sterol desaturase activity,NOUN | NOUN | NOUN | NOUN
24619,GO:0038148,chemokine (C-C motif) ligand 2 signaling pathway,NOUN | NOUN | NOUN | NOUN | NUM | NOUN | NOUN
24620,GO:0047774,cis-2-enoyl-CoA reductase (NADPH) activity,NOUN | NOUN | NOUN | NOUN
24621,GO:0097426,glial filament,NOUN | NOUN
24622,GO:0018219,peptidyl-cysteine S-acetylation,NOUN | NOUN
24623,GO:0032354,response to follicle-stimulating hormone,NOUN | ADP | NOUN | NOUN
24624,GO:0044197,Rel homology domain binding,ADJ | NOUN | NOUN | ADJ
24625,GO:0047801,L-cysteine transaminase activity,NOUN | NOUN | NOUN
24626,GO:0004380,glycoprotein-fucosylgalactoside alpha-N-acetylgalactosaminyltransferase activity,NOUN | NOUN | NOUN
24627,GO:0035876,"maintenance of meiotic sister chromatid cohesion, arms",NOUN | ADP | ADJ | NOUN | NOUN | NOUN | NOUN
24628,GO:0030268,methylenetetrahydromethanopterin dehydrogenase activity,NOUN | NOUN | NOUN
